Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,1990,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,2292675574.7677
Sri Lanka,LKA,1989,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1850645652.1255
Sri Lanka,LKA,1988,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1816266671.1328
Sri Lanka,LKA,1987,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1722022197.0909
Sri Lanka,LKA,1986,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1513799418.7773
Sri Lanka,LKA,1985,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1561190566.0518
Sri Lanka,LKA,1984,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1737790053.2677
Sri Lanka,LKA,1983,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1359118753.7774
Sri Lanka,LKA,1982,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1304433757.774
Sri Lanka,LKA,1981,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1341886659.5167
Sri Lanka,LKA,1980,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1292731502.1679
Sri Lanka,LKA,1979,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1134080843.521
Sri Lanka,LKA,1978,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,950098235.9963
Sri Lanka,LKA,1977,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,855111480.5632
Sri Lanka,LKA,1976,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,632073228.7898
Sri Lanka,LKA,1975,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,631924458.3831
Sri Lanka,LKA,2023,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,1.82159690769944
Sri Lanka,LKA,2022,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.60724912359562
Sri Lanka,LKA,2021,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.65261071261874
Sri Lanka,LKA,2020,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.4476914124054
Sri Lanka,LKA,2019,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.68391048399312
Sri Lanka,LKA,2018,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.44393311275053
Sri Lanka,LKA,2017,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,5.00363920958263
Sri Lanka,LKA,2016,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,5.22240914715743
Sri Lanka,LKA,2015,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,5.83028996098018
Sri Lanka,LKA,2014,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,6.61699990153232
Sri Lanka,LKA,2013,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,7.35193295510112
Sri Lanka,LKA,2012,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,8.93278344591993
Sri Lanka,LKA,2011,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,2.94012737201188
Sri Lanka,LKA,2010,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.24833581899531
Sri Lanka,LKA,2009,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.94208412597759
Sri Lanka,LKA,2008,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.41590091889732
Sri Lanka,LKA,2007,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.10985915492958
Sri Lanka,LKA,2006,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.52019713103934
Sri Lanka,LKA,2005,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.73791247303734
Sri Lanka,LKA,2004,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.29686885890214
Sri Lanka,LKA,2003,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.40261434201945
Sri Lanka,LKA,2002,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.56540250729323
Sri Lanka,LKA,2001,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,31.1822641927035
Sri Lanka,LKA,2000,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.32126069988809
Sri Lanka,LKA,1999,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.8324103796083
Sri Lanka,LKA,1998,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.70037789211124
Sri Lanka,LKA,1997,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.40036717215278
Sri Lanka,LKA,1996,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.59609351971592
Sri Lanka,LKA,1995,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.28592166605478
Sri Lanka,LKA,1994,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,2.70805992052266
Sri Lanka,LKA,1993,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,2.73558776679631
Sri Lanka,LKA,1992,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.69261997916261
Sri Lanka,LKA,1991,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,5.38053797725995
Sri Lanka,LKA,1990,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,4.06553024000335
Sri Lanka,LKA,1989,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.35825439931745
Sri Lanka,LKA,1988,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.48166960048531
Sri Lanka,LKA,1987,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.05270155460569
Sri Lanka,LKA,1986,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,11.2461235329813
Sri Lanka,LKA,1985,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,2.66283209434898
Sri Lanka,LKA,1984,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,3.44418793782741
Sri Lanka,LKA,1983,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,2.65333828325107
Sri Lanka,LKA,1982,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,0.911086337959534
Sri Lanka,LKA,1981,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,0.95535904820242
Sri Lanka,LKA,1980,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,0.952696281849912
Sri Lanka,LKA,1979,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,1.59118813511739
Sri Lanka,LKA,1978,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,0.869203478912018
Sri Lanka,LKA,1977,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,1.19077810171862
Sri Lanka,LKA,1976,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,1.42622950822708
Sri Lanka,LKA,1975,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,1.47572815532316
Sri Lanka,LKA,2023,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,11910710193.22
Sri Lanka,LKA,2022,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,13106439476.3427
Sri Lanka,LKA,2021,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,12498581959.5739
Sri Lanka,LKA,2020,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,10047427168.9373
Sri Lanka,LKA,2019,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,11940012504.1535
Sri Lanka,LKA,2018,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,11889634107.4538
Sri Lanka,LKA,2017,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,11360418564.9976
Sri Lanka,LKA,2016,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,10309740477.6898
Sri Lanka,LKA,2015,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,10546498918.6382
Sri Lanka,LKA,2014,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,11130069941.7865
Sri Lanka,LKA,2013,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,10394251512.7516
Sri Lanka,LKA,2012,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,9773529592.37795
Sri Lanka,LKA,2011,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,10558820000
Sri Lanka,LKA,2010,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,8625820000
Sri Lanka,LKA,2009,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,7084500000
Sri Lanka,LKA,2008,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,8110600000
Sri Lanka,LKA,2007,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,7639900000
Sri Lanka,LKA,2006,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,6882600000
Sri Lanka,LKA,2005,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,6346727000
Sri Lanka,LKA,2004,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,5757240000
Sri Lanka,LKA,2003,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,5133210000
Sri Lanka,LKA,2002,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,4699150000
Sri Lanka,LKA,2001,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,4816890000
Sri Lanka,LKA,2000,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,5439551442.7141
Sri Lanka,LKA,1999,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,4596186229.7905
Sri Lanka,LKA,1998,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,4807964036.992
Sri Lanka,LKA,1997,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,4638651544.9601
Sri Lanka,LKA,1996,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,4095240235.2693
Sri Lanka,LKA,1995,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,3797932903.5956
Sri Lanka,LKA,1994,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,3208341503.9246
Sri Lanka,LKA,1993,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,2785691283.1093
Sri Lanka,LKA,1992,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,2301402862.7947
Sri Lanka,LKA,1991,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,2003321889.0561
Sri Lanka,LKA,1990,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1853044881.7788
Sri Lanka,LKA,1989,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1505056265.5871
Sri Lanka,LKA,1988,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1477088635.8059
Sri Lanka,LKA,1987,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1393851561.3933
Sri Lanka,LKA,1986,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1208534254.3807
Sri Lanka,LKA,1985,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1315818942.2958
Sri Lanka,LKA,1984,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1461590786.5459
Sri Lanka,LKA,1983,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1061234125.3871
Sri Lanka,LKA,1982,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1013852739.5876
Sri Lanka,LKA,1981,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1062470894.5514
Sri Lanka,LKA,1980,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1061631496.4006
Sri Lanka,LKA,1979,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,981142988.2233
Sri Lanka,LKA,1978,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,845720789.2176
Sri Lanka,LKA,1977,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,761587461.6807
Sri Lanka,LKA,1976,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,559557774.6687
Sri Lanka,LKA,1975,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,558428275.8926
Sri Lanka,LKA,2023,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,5416282466.11403
Sri Lanka,LKA,2022,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,3062322503.85569
Sri Lanka,LKA,2021,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,2474954538.7
Sri Lanka,LKA,2020,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,3035372503.58965
Sri Lanka,LKA,2019,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,7474310219.984
Sri Lanka,LKA,2018,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,8374158443.84
Sri Lanka,LKA,2017,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,7723762442.25948
Sri Lanka,LKA,2016,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,7138115098.66439
Sri Lanka,LKA,2015,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,6396663005.26383
Sri Lanka,LKA,2014,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,5604957099.29444
Sri Lanka,LKA,2013,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,4685081225.21806
Sri Lanka,LKA,2012,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,3799913006.45533
Sri Lanka,LKA,2011,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,3083880000
Sri Lanka,LKA,2010,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,2474190000
Sri Lanka,LKA,2009,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1892400000
Sri Lanka,LKA,2008,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,2002400000
Sri Lanka,LKA,2007,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1775000000
Sri Lanka,LKA,2006,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1624909000
Sri Lanka,LKA,2005,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1540129760
Sri Lanka,LKA,2004,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1526600000
Sri Lanka,LKA,2003,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1410680000
Sri Lanka,LKA,2002,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1268300000
Sri Lanka,LKA,2001,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1355450000
Sri Lanka,LKA,2000,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,938710070.6132
Sri Lanka,LKA,1999,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,964315560.3544
Sri Lanka,LKA,1998,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,916597689.8686
Sri Lanka,LKA,1997,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,875314967.1174
Sri Lanka,LKA,1996,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,765498940.4412
Sri Lanka,LKA,1995,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,819204616.5306
Sri Lanka,LKA,1994,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,753851229.2468
Sri Lanka,LKA,1993,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,634358483.1103
Sri Lanka,LKA,1992,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,621360436.5296
Sri Lanka,LKA,1991,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,546608992.965
Sri Lanka,LKA,1990,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,439630692.9889
Sri Lanka,LKA,1989,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,345589386.5384
Sri Lanka,LKA,1988,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,339178035.3269
Sri Lanka,LKA,1987,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,328170635.6976
Sri Lanka,LKA,1986,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,305265164.3966
Sri Lanka,LKA,1985,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,245371623.756
Sri Lanka,LKA,1984,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,276199266.7218
Sri Lanka,LKA,1983,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,297884628.3903
Sri Lanka,LKA,1982,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,290581018.1864
Sri Lanka,LKA,1981,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,279415764.9653
Sri Lanka,LKA,1980,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,231100005.7673
Sri Lanka,LKA,1979,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,152937855.2977
Sri Lanka,LKA,1978,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,104377446.7787
Sri Lanka,LKA,1977,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,93524018.8825
Sri Lanka,LKA,1976,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,72515454.1211
Sri Lanka,LKA,1975,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,73496182.4905
Sri Lanka,LKA,2023,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,17790409956.7493
Sri Lanka,LKA,2022,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,16435247736.7795
Sri Lanka,LKA,2021,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,15089492255.2713
Sri Lanka,LKA,2020,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,13281098993.9837
Sri Lanka,LKA,2019,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,19666076680.02
Sri Lanka,LKA,2018,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,20512411481.5085
Sri Lanka,LKA,2017,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,19257216969.969
Sri Lanka,LKA,2016,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,17574857527.6972
Sri Lanka,LKA,2015,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,17070484075.4396
Sri Lanka,LKA,2014,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,16890223281.0926
Sri Lanka,LKA,2013,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,15211113446.7873
Sri Lanka,LKA,2012,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,13715697344.4321
Sri Lanka,LKA,2011,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,14109340000
Sri Lanka,LKA,2010,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,11423280000
Sri Lanka,LKA,2009,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,9098600000
Sri Lanka,LKA,2008,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,10337900000
Sri Lanka,LKA,2007,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,9864030000
Sri Lanka,LKA,2006,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,8819109000
Sri Lanka,LKA,2005,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,7962722760
Sri Lanka,LKA,2004,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,7440560000
Sri Lanka,LKA,2003,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6713650000
Sri Lanka,LKA,2002,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6042770000
Sri Lanka,LKA,2001,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6280210000
Sri Lanka,LKA,2000,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6527293894.3677
Sri Lanka,LKA,1999,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5727243918.9489
Sri Lanka,LKA,1998,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5938737619.0813
Sri Lanka,LKA,1997,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5747241361.1478
Sri Lanka,LKA,1996,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5035863898.0339
Sri Lanka,LKA,1995,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,4840468453.4548
Sri Lanka,LKA,1994,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,4106095131.7934
Sri Lanka,LKA,1993,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3531401889.7871
Sri Lanka,LKA,1992,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2990883277.9729
Sri Lanka,LKA,1991,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2604460009.2172
Sri Lanka,LKA,1990,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2385689104.3817
Sri Lanka,LKA,1989,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1909262361.736
Sri Lanka,LKA,1988,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1884961581.5572
Sri Lanka,LKA,1987,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1791360554.4207
Sri Lanka,LKA,1986,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1581827223.3188
Sri Lanka,LKA,1985,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1644509060.4619
Sri Lanka,LKA,1984,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1795907329.4371
Sri Lanka,LKA,1983,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1403826353.7679
Sri Lanka,LKA,1982,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1348249589.7799
Sri Lanka,LKA,1981,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1374891915.982
Sri Lanka,LKA,1980,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1339958267.414
Sri Lanka,LKA,1979,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1173559626.8602
Sri Lanka,LKA,1978,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,970269246.7532
Sri Lanka,LKA,1977,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,866868937.5414
Sri Lanka,LKA,1976,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,635996195.98
Sri Lanka,LKA,1975,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,639060010.0812
Sri Lanka,LKA,2023,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,28.6116589711733
Sri Lanka,LKA,2022,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,22.0698236537406
Sri Lanka,LKA,2021,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,24.5762089965293
Sri Lanka,LKA,2020,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,38.6740014910852
Sri Lanka,LKA,2019,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,31.2972024327485
Sri Lanka,LKA,2018,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,29.6900281583388
Sri Lanka,LKA,2017,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,30.2983159628147
Sri Lanka,LKA,2016,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,31.5229720436134
Sri Lanka,LKA,2015,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,32.9030934440505
Sri Lanka,LKA,2014,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,34.3116180178908
Sri Lanka,LKA,2013,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,38.0717123879525
Sri Lanka,LKA,2012,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,42.997794221333
Sri Lanka,LKA,2011,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,45.1389159111249
Sri Lanka,LKA,2010,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,46.9466774984945
Sri Lanka,LKA,2009,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,45.7408581695202
Sri Lanka,LKA,2008,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,49.8601677986416
Sri Lanka,LKA,2007,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,47.2
Sri Lanka,LKA,2006,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,46.1995102494971
Sri Lanka,LKA,2005,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,43.7216900477269
Sri Lanka,LKA,2004,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,40.8856281933709
Sri Lanka,LKA,2003,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,39.8672980406612
Sri Lanka,LKA,2002,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,40.5440353228731
Sri Lanka,LKA,2001,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,28.3389280312811
Sri Lanka,LKA,2000,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,42.5858545112618
Sri Lanka,LKA,1999,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,41.8199919087575
Sri Lanka,LKA,1998,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,43.9535077069041
Sri Lanka,LKA,1997,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,44.4396147552025
Sri Lanka,LKA,1996,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,44.3099676658735
Sri Lanka,LKA,1995,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,40.9071729472221
Sri Lanka,LKA,1994,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,38.8810628866324
Sri Lanka,LKA,1993,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,37.1878914975875
Sri Lanka,LKA,1992,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,35.3431170819706
Sri Lanka,LKA,1991,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,37.2963581341139
Sri Lanka,LKA,1990,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,38.3665041763949
Sri Lanka,LKA,1989,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,37.3754643653525
Sri Lanka,LKA,1988,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,36.0633523896997
Sri Lanka,LKA,1987,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,34.3970170675528
